study_hours,attendance,previous_score,marks
9,83.4,54,52.0
1,61.0,55,27.0
1,70.8,59,32.0
7,80.8,52,45.0
3,64.9,83,61.0
2,70.0,81,57.0
9,85.0,85,83.0
3,71.9,70,48.0
2,62.0,73,50.0
8,85.1,68,61.0
6,81.8,42,29.0
6,83.5,48,37.0
7,75.3,50,39.0
7,80.4,50,39.0
6,83.7,64,54.0
4,75.4,61,46.0
9,90.1,81,78.0
6,83.1,97,83.0
4,70.1,85,64.0
3,73.5,48,26.0
4,70.9,59,41.0
3,73.0,98,76.0
2,73.1,60,35.0
5,70.4,49,39.0
2,64.1,61,39.0
6,84.4,68,54.0
3,58.3,48,28.0
6,83.2,44,30.0
9,85.3,79,81.0
1,65.4,50,24.0
6,87.7,40,32.0
9,85.5,92,87.0
4,71.5,81,66.0
2,61.1,40,13.0
4,76.8,97,76.0
1,58.4,93,68.0
3,70.7,78,57.0
9,93.9,99,98.0
5,81.7,85,69.0
6,83.6,44,34.0
3,70.2,88,68.0
5,83.5,61,47.0
8,90.9,65,60.0
6,87.0,92,83.0
4,67.0,45,25.0
2,69.3,71,50.0
9,92.3,87,87.0
1,66.0,50,22.0
1,70.5,49,22.0
4,73.2,86,62.0
7,77.3,78,72.0
1,63.6,94,66.0
9,85.9,73,71.0
4,72.6,70,53.0
3,71.6,51,32.0
1,61.7,90,65.0
4,78.2,83,65.0
9,92.3,55,50.0
6,70.3,77,66.0
6,83.8,42,29.0
1,65.9,41,13.0
2,58.4,91,66.0
6,78.2,44,32.0
2,71.4,50,26.0
3,65.4,97,75.0
4,69.1,64,46.0
5,72.2,74,62.0
9,91.3,74,69.0
4,70.5,61,43.0
9,80.7,76,74.0
3,78.6,61,43.0
8,91.2,94,86.0
1,58.5,50,24.0
9,86.8,71,67.0
9,97.1,74,71.0
2,65.7,70,48.0
4,78.8,84,64.0
8,89.7,92,88.0
7,88.9,47,39.0
1,59.3,59,35.0
5,76.7,81,67.0
7,80.1,73,65.0
4,77.0,43,27.0
1,65.8,57,32.0
9,90.9,90,89.0
5,78.1,43,30.0
2,67.4,59,37.0
8,91.4,97,91.0
2,71.2,48,26.0
3,73.0,55,32.0
1,54.7,65,34.0
2,67.4,77,51.0
7,74.5,64,56.0
2,68.5,43,26.0
6,77.8,80,73.0
3,68.7,98,80.0
4,69.4,84,69.0
8,84.9,80,73.0
3,67.9,77,55.0
6,87.5,92,82.0
1,60.6,58,32.0
7,82.1,53,41.0
8,95.1,60,55.0
8,83.2,54,43.0
3,73.6,42,20.0
1,62.7,76,50.0
9,89.9,92,90.0
6,77.0,89,82.0
9,89.5,85,85.0
7,87.8,55,49.0
1,58.3,53,24.0
1,61.8,48,25.0
6,78.2,86,76.0
5,79.3,46,33.0
9,89.4,53,48.0
2,62.1,45,21.0
8,83.8,60,58.0
5,78.4,54,40.0
2,65.3,91,67.0
6,81.1,47,35.0
8,90.6,73,68.0
4,77.1,79,66.0
2,65.0,40,16.0
5,68.7,71,57.0
2,65.3,97,73.0
2,71.9,88,64.0
6,77.7,90,77.0
9,88.7,44,46.0
4,71.6,69,50.0
6,75.7,61,50.0
7,80.7,59,51.0
6,84.0,55,43.0
8,86.6,46,40.0
4,66.9,46,30.0
1,66.2,89,63.0
7,83.7,89,82.0
3,72.0,41,20.0
6,86.8,86,73.0
2,68.7,53,32.0
9,88.7,70,67.0
1,62.8,89,69.0
6,81.8,80,67.0
6,84.7,53,44.0
5,76.2,44,29.0
5,76.1,50,38.0
1,62.4,79,52.0
5,79.7,44,25.0
2,70.2,68,46.0
7,80.0,50,42.0
3,70.9,44,24.0
4,68.2,88,70.0
3,70.3,93,78.0
3,66.1,71,51.0
4,79.1,75,61.0
5,81.2,54,38.0
1,61.8,58,34.0
4,67.0,61,42.0
8,92.9,73,68.0
7,86.7,95,87.0
9,96.3,56,53.0
5,78.1,51,39.0
4,73.2,64,45.0
8,86.1,95,89.0
9,88.4,56,53.0
7,79.9,49,39.0
7,78.8,67,59.0
5,78.3,96,81.0
4,75.0,57,40.0
1,57.3,90,64.0
7,89.5,57,53.0
1,64.8,84,56.0
1,63.0,71,44.0
5,72.3,53,41.0
9,89.4,95,91.0
6,83.4,55,46.0
3,73.5,89,65.0
3,67.1,97,76.0
7,88.1,57,50.0
6,85.4,55,45.0
9,91.6,56,55.0
6,85.2,46,33.0
5,78.1,51,37.0
7,81.9,73,63.0
1,61.9,49,24.0
7,87.9,44,37.0
3,77.5,60,39.0
9,94.7,42,41.0
6,80.5,58,46.0
9,88.3,84,78.0
5,78.9,83,69.0
7,88.7,74,71.0
4,79.0,45,28.0
7,82.4,53,45.0
1,73.6,43,20.0
7,85.8,84,81.0
8,88.8,90,85.0
5,72.3,57,42.0
2,65.5,68,46.0
5,80.9,74,60.0
6,87.5,91,82.0
2,65.9,77,55.0
6,84.3,55,44.0
6,77.4,59,47.0
1,63.3,63,41.0
1,63.8,74,48.0
3,74.5,83,62.0
3,69.9,90,64.0
4,72.6,58,40.0
2,72.7,95,70.0
9,86.7,43,39.0
7,84.7,72,63.0
7,77.9,41,32.0
6,75.9,52,37.0
3,64.5,97,75.0
6,86.8,84,72.0
8,91.8,69,63.0
8,88.5,73,64.0
9,80.7,69,69.0
1,61.1,90,63.0
1,67.0,93,65.0
3,65.3,63,44.0
3,72.5,87,65.0
8,87.9,83,81.0
1,78.1,72,45.0
2,69.7,80,59.0
2,70.0,88,67.0
3,65.8,49,34.0
6,79.1,57,46.0
1,67.9,58,35.0
2,64.5,46,22.0
1,58.5,96,72.0
5,78.7,58,47.0
7,85.6,63,55.0
8,87.6,54,47.0
1,61.5,80,55.0
7,82.5,81,74.0
5,66.9,62,49.0
1,62.0,91,68.0
3,69.2,91,72.0
7,73.4,43,32.0
1,58.8,77,51.0
7,81.8,43,34.0
5,76.9,44,33.0
1,58.1,80,56.0
1,57.9,83,54.0
1,57.2,62,33.0
9,84.3,79,78.0
3,70.6,92,77.0
5,78.8,76,62.0
9,89.3,50,51.0
6,81.1,94,78.0
9,87.6,50,46.0
8,90.0,52,50.0
8,78.5,53,47.0
1,64.4,99,74.0
9,99.3,47,47.0
6,70.6,64,52.0
9,89.9,57,54.0
3,72.7,90,69.0
3,68.8,83,64.0
6,81.4,83,69.0
9,87.4,57,58.0
7,81.3,49,37.0
3,73.1,46,26.0
3,73.3,99,80.0
2,62.5,89,64.0
9,87.2,83,78.0
3,67.1,53,35.0
5,72.7,54,36.0
9,85.9,55,55.0
8,85.2,41,36.0
2,70.1,69,46.0
3,69.5,69,51.0
2,58.7,57,30.0
8,91.1,70,68.0
6,83.7,83,69.0
6,73.3,87,78.0
9,90.2,52,51.0
8,89.1,59,55.0
4,72.7,88,72.0
4,69.4,89,71.0
9,85.2,74,69.0
1,65.3,62,38.0
2,58.4,81,61.0
2,59.1,72,49.0
6,73.2,77,67.0
4,75.9,74,56.0
3,66.8,90,68.0
3,68.5,75,60.0
3,64.1,59,34.0
6,78.1,94,83.0
8,88.6,42,37.0
7,82.2,47,42.0
4,69.3,79,62.0
4,66.8,98,80.0
2,67.8,71,46.0
1,70.0,68,47.0
9,91.2,46,46.0
2,61.5,41,13.0
8,86.9,60,55.0
9,93.2,45,42.0
4,73.9,67,51.0
8,85.1,87,81.0
9,94.5,81,75.0
5,77.9,75,59.0
7,84.2,71,62.0
4,72.0,84,65.0
1,64.2,81,51.0
3,62.4,92,73.0
5,78.0,85,68.0
3,75.5,48,28.0
7,80.1,50,39.0
9,89.9,62,55.0
6,79.5,89,76.0
1,60.2,50,24.0
7,85.9,88,81.0
3,70.8,41,24.0
5,73.1,42,29.0
4,76.3,50,37.0
5,76.9,89,74.0
5,76.4,98,84.0
6,72.3,74,64.0
6,75.2,97,90.0
8,89.4,54,46.0
8,83.5,82,79.0
9,90.5,50,48.0
8,85.9,70,65.0
2,66.0,67,46.0
1,61.4,67,39.0
2,61.5,71,49.0
2,64.4,64,39.0
3,68.5,59,40.0
7,85.2,67,60.0
2,58.1,64,43.0
1,65.4,50,25.0
6,78.5,58,45.0
9,94.2,67,64.0
3,66.6,40,20.0
6,75.6,98,87.0
3,68.1,44,23.0
1,56.3,49,23.0
5,75.4,81,67.0
4,77.1,85,74.0
7,89.8,73,64.0
6,83.9,75,66.0
7,77.7,41,29.0
5,75.2,57,42.0
4,66.5,52,37.0
7,85.1,90,82.0
7,89.0,44,35.0
6,80.9,59,46.0
8,87.6,41,40.0
4,80.8,50,34.0
5,74.9,69,52.0
4,70.3,71,52.0
1,66.8,71,50.0
8,85.1,97,91.0
1,59.0,89,64.0
5,83.1,77,67.0
6,84.4,94,85.0
6,80.6,67,53.0
5,80.6,49,35.0
3,72.3,61,41.0
5,77.5,94,81.0
8,87.9,56,52.0
2,68.4,61,39.0
6,83.3,82,72.0
9,85.9,58,55.0
8,87.1,56,49.0
8,85.0,63,60.0
8,91.0,75,69.0
7,83.9,71,63.0
8,89.5,97,94.0
6,83.7,95,86.0
2,73.3,97,75.0
2,66.5,85,66.0
8,84.7,98,97.0
1,61.9,91,71.0
6,79.9,75,59.0
6,73.9,67,54.0
4,65.0,53,34.0
3,65.0,97,77.0
3,77.5,75,60.0
1,62.3,45,16.0
3,75.7,48,30.0
4,63.7,60,42.0
5,72.2,51,36.0
3,67.0,97,77.0
6,80.0,69,58.0
5,66.1,70,58.0
3,72.3,79,60.0
6,82.6,95,87.0
6,77.7,43,30.0
8,80.6,70,59.0
2,65.6,66,42.0
1,59.9,97,70.0
4,80.9,96,82.0
7,80.4,64,56.0
3,72.3,44,24.0
3,68.2,45,27.0
5,68.2,44,33.0
5,78.3,90,75.0
3,76.9,66,45.0
9,91.4,47,45.0
4,79.4,48,30.0
3,74.1,54,29.0
2,67.3,75,50.0
9,88.9,96,95.0
4,67.9,80,63.0
3,74.5,46,24.0
7,85.5,71,63.0
8,96.5,47,41.0
2,67.4,86,69.0
7,82.3,90,81.0
5,77.4,54,40.0
5,82.3,76,66.0
3,69.5,58,40.0
5,70.8,78,63.0
2,65.7,45,21.0
4,81.4,98,81.0
6,79.1,58,47.0
1,59.4,96,69.0
4,70.3,67,47.0
6,83.6,56,44.0
9,92.2,81,78.0
2,65.6,58,36.0
7,88.2,70,60.0
6,81.7,50,43.0
2,62.3,54,30.0
8,85.1,49,43.0
7,83.5,82,75.0
5,76.4,62,46.0
5,72.9,42,29.0
7,84.5,42,33.0
9,90.8,57,51.0
9,84.8,64,58.0
9,94.4,82,81.0
6,79.2,59,49.0
6,84.0,97,84.0
3,74.3,68,47.0
1,67.3,61,38.0
7,84.1,89,78.0
4,78.4,96,77.0
1,68.7,54,29.0
8,81.0,78,76.0
6,84.0,49,41.0
6,81.6,60,51.0
2,68.4,94,70.0
1,62.0,91,63.0
2,68.8,68,46.0
4,67.8,71,53.0
2,66.0,49,25.0
1,66.6,52,26.0
7,83.3,86,74.0
8,86.3,62,57.0
6,76.4,89,80.0
4,72.3,62,45.0
6,84.3,70,56.0
3,63.6,43,19.0
8,92.7,91,86.0
2,72.3,88,70.0
5,78.8,99,85.0
1,63.2,42,16.0
6,78.1,60,47.0
2,64.3,92,65.0
4,81.7,41,23.0
6,82.2,43,29.0
8,81.7,40,36.0
8,89.6,54,49.0
6,79.6,96,85.0
4,76.2,72,56.0
8,87.6,45,39.0
8,82.8,46,40.0
1,65.9,58,33.0
4,70.4,83,67.0
4,78.8,40,19.0
7,92.2,78,74.0
7,78.3,58,47.0
8,81.7,84,77.0
5,78.3,65,52.0
7,87.5,83,76.0
8,83.8,51,42.0
9,88.9,61,56.0
3,76.5,52,30.0
3,73.8,67,47.0
4,77.8,53,34.0
5,76.3,61,48.0
1,63.5,69,42.0
7,88.8,83,74.0
9,100.0,59,58.0
8,82.7,83,75.0
5,80.2,66,54.0
4,72.1,77,62.0
7,81.1,98,88.0
5,71.1,81,64.0
7,90.8,91,81.0
1,64.9,95,69.0
1,55.5,80,51.0
3,70.3,73,52.0
2,58.0,78,58.0
2,69.5,80,55.0
7,74.4,96,86.0
2,61.8,83,62.0
4,67.7,76,60.0
2,62.9,40,15.0
6,79.9,93,82.0
8,87.2,54,52.0
4,73.5,71,57.0
5,79.4,47,34.0
4,76.2,72,55.0
3,68.6,57,39.0
5,75.3,84,73.0
9,90.1,68,64.0
8,81.3,71,67.0
8,82.0,72,67.0
8,82.4,44,36.0
8,83.6,57,52.0
7,86.2,87,85.0
8,85.2,97,91.0
8,87.6,49,42.0
8,87.8,75,74.0
7,79.2,72,65.0
1,56.6,62,36.0
4,74.7,79,63.0
4,80.4,44,29.0
5,73.4,73,60.0
6,81.4,63,50.0
4,84.8,56,40.0
2,60.7,70,48.0
6,69.4,46,33.0
8,91.8,56,51.0
8,89.6,67,64.0
7,86.3,77,70.0
6,82.7,61,49.0
2,69.8,54,33.0
7,92.0,76,69.0
5,77.4,54,41.0
6,86.5,89,79.0
8,80.8,89,81.0
8,79.3,64,57.0
3,66.5,92,73.0
7,78.1,60,49.0
1,62.3,94,64.0
1,59.9,77,49.0
7,83.2,41,31.0
9,88.3,66,61.0
7,82.9,88,81.0
5,78.9,71,59.0
8,94.0,60,54.0
2,56.8,43,18.0
9,94.8,83,80.0
6,85.6,58,43.0
9,93.8,41,39.0
2,63.8,65,39.0
3,81.2,73,51.0
8,85.8,53,49.0
1,59.5,54,27.0
7,79.5,59,51.0
7,85.5,73,64.0
1,64.2,75,51.0
9,87.8,58,56.0
8,81.9,48,46.0
4,70.1,46,28.0
5,83.8,69,57.0
2,64.1,52,28.0
9,93.4,66,65.0
6,81.0,83,71.0
3,73.9,74,54.0
7,79.2,52,44.0
9,89.9,54,52.0
3,74.8,85,71.0
2,65.4,95,74.0
7,84.2,48,38.0
7,82.2,84,75.0
4,77.0,62,43.0
9,83.7,93,90.0
8,84.8,75,69.0
1,67.8,92,67.0
1,61.8,79,52.0
5,75.9,42,27.0
6,76.8,73,63.0
3,71.4,58,41.0
9,94.2,67,67.0
6,82.8,62,47.0
4,69.0,79,61.0
7,87.2,88,82.0
8,83.0,84,75.0
9,89.1,46,37.0
6,74.0,80,68.0
6,80.0,51,37.0
8,77.0,53,49.0
5,80.0,85,73.0
3,64.3,54,32.0
3,77.6,42,23.0
6,78.6,54,43.0
2,75.1,90,70.0
6,83.8,63,53.0
6,71.7,91,81.0
8,95.9,85,84.0
7,85.8,47,38.0
8,86.8,44,40.0
9,98.7,90,88.0
6,75.2,43,32.0
3,69.0,53,31.0
3,72.1,55,35.0
1,63.5,59,34.0
5,71.9,63,49.0
4,71.6,45,28.0
9,92.7,94,91.0
9,90.2,96,90.0
5,83.2,70,55.0
4,74.8,45,27.0
7,81.3,74,67.0
6,77.5,54,41.0
4,74.6,68,53.0
2,66.6,42,15.0
1,67.9,50,26.0
4,81.8,42,22.0
4,74.9,67,48.0
1,63.0,49,19.0
6,80.4,89,78.0
4,78.8,72,53.0
1,57.2,87,61.0
1,60.9,55,30.0
1,59.3,98,70.0
8,83.6,49,42.0
8,87.4,72,67.0
2,69.8,75,51.0
7,82.4,42,35.0
8,93.4,44,38.0
8,82.3,51,44.0
7,82.6,96,86.0
5,75.0,83,68.0
1,56.8,52,25.0
9,99.3,63,59.0
7,78.3,83,74.0
2,70.0,96,73.0
6,77.6,71,61.0
2,69.5,55,32.0
1,62.7,71,41.0
7,86.6,84,72.0
2,62.4,76,51.0
2,66.1,95,72.0
5,80.4,75,60.0
5,81.6,60,46.0
7,81.0,86,77.0
1,61.7,51,23.0
8,86.9,90,82.0
3,69.9,60,37.0
4,79.5,99,80.0
9,87.0,90,87.0
4,69.3,60,41.0
5,73.8,82,67.0
7,81.7,92,81.0
4,76.9,45,30.0
1,59.0,48,19.0
9,88.0,40,39.0
4,77.0,51,34.0
9,90.6,97,93.0
6,80.8,53,43.0
1,61.6,45,21.0
3,68.0,40,17.0
2,67.7,61,40.0
9,95.5,73,68.0
1,65.8,95,74.0
9,91.9,50,45.0
9,86.4,42,38.0
8,81.7,81,76.0
8,88.7,45,38.0
1,63.1,45,18.0
8,79.5,59,54.0
3,71.5,60,42.0
7,85.2,41,31.0
1,64.1,65,42.0
1,66.5,70,44.0
5,74.6,65,54.0
5,78.4,95,83.0
8,80.4,71,64.0
7,84.5,49,38.0
8,83.5,62,57.0
6,75.4,97,83.0
6,77.8,45,34.0
2,68.7,62,39.0
6,79.4,67,56.0
5,73.7,88,76.0
3,79.3,69,49.0
6,79.5,53,41.0
8,92.5,76,69.0
9,89.0,94,93.0
1,64.7,71,44.0
3,63.2,88,73.0
3,70.2,73,56.0
8,85.0,80,70.0
1,68.7,83,56.0
5,69.5,90,77.0
3,66.0,61,40.0
2,68.1,70,47.0
8,88.4,46,40.0
3,65.8,80,62.0
7,91.1,60,57.0
1,54.4,55,26.0
6,74.5,59,47.0
3,66.8,82,59.0
8,91.6,83,78.0
6,74.7,86,77.0
2,52.6,89,67.0
6,80.0,58,49.0
7,81.3,87,80.0
5,74.0,71,54.0
3,67.6,54,30.0
4,65.4,44,29.0
4,69.8,50,31.0
6,74.2,54,42.0
1,69.8,68,39.0
4,63.1,89,70.0
4,74.7,84,69.0
1,56.1,43,18.0
9,92.0,88,89.0
4,66.7,75,56.0
7,88.5,87,78.0
3,61.6,62,44.0
3,69.6,54,36.0
8,83.3,85,76.0
8,87.2,83,79.0
1,62.4,42,12.0
2,64.9,71,48.0
8,84.0,49,46.0
1,54.5,79,54.0
8,89.8,77,69.0
8,91.6,61,56.0
2,74.1,53,26.0
4,72.0,56,39.0
6,79.9,60,48.0
9,100.0,90,92.0
8,90.7,87,81.0
8,89.2,54,46.0
7,82.8,97,89.0
9,87.0,54,51.0
2,72.4,40,16.0
3,73.2,63,40.0
8,84.3,94,90.0
6,77.0,94,83.0
9,83.7,51,46.0
4,80.4,49,32.0
8,88.4,85,82.0
3,78.2,81,63.0
3,68.1,81,59.0
8,86.1,91,89.0
5,76.6,70,55.0
3,72.1,50,29.0
1,69.3,93,68.0
3,66.2,55,32.0
9,85.9,48,44.0
5,74.4,86,75.0
2,72.7,53,33.0
7,80.9,58,49.0
2,64.8,70,47.0
4,73.8,48,35.0
7,80.1,75,67.0
4,74.5,92,77.0
7,77.3,78,65.0
7,82.4,93,86.0
1,67.0,65,40.0
6,76.9,47,37.0
9,92.6,63,57.0
2,64.7,47,23.0
3,63.4,58,42.0
5,84.7,86,73.0
9,87.5,87,88.0
4,78.4,69,53.0
1,61.9,97,72.0
4,78.2,61,47.0
6,86.5,94,81.0
5,80.3,48,30.0
1,57.9,97,68.0
4,75.0,97,83.0
6,82.2,83,73.0
4,71.3,87,67.0
9,93.4,43,45.0
5,76.5,76,61.0
8,88.4,47,43.0
9,83.4,40,37.0
5,81.4,67,54.0
6,78.8,45,29.0
1,62.1,86,59.0
7,78.1,75,67.0
4,78.3,92,73.0
2,75.7,50,29.0
5,71.6,44,29.0
3,70.7,89,67.0
6,82.4,63,51.0
8,83.8,86,80.0
7,87.8,57,48.0
3,70.3,59,42.0
8,83.3,67,57.0
2,70.6,52,31.0
9,95.7,44,38.0
4,71.0,69,55.0
1,64.8,40,16.0
8,79.4,61,53.0
7,81.0,57,51.0
5,76.4,85,72.0
5,76.0,44,33.0
7,80.7,70,62.0
5,80.9,45,30.0
8,86.5,66,63.0
6,81.5,95,84.0
5,74.8,64,49.0
9,86.5,68,66.0
2,65.4,67,44.0
1,64.9,55,30.0
8,77.7,93,88.0
3,69.1,92,79.0
7,77.6,51,41.0
8,90.5,59,55.0
6,82.2,57,47.0
9,91.4,73,72.0
7,78.5,94,83.0
5,76.4,92,79.0
8,89.8,62,56.0
2,71.7,84,65.0
7,79.3,66,53.0
4,79.1,88,73.0
9,89.4,56,57.0
1,70.6,87,66.0
7,86.6,60,52.0
6,78.4,89,80.0
8,86.1,79,75.0
5,73.6,70,57.0
1,67.5,42,13.0
1,65.1,56,28.0
9,84.9,89,85.0
6,79.2,97,86.0
5,76.5,65,54.0
1,71.0,62,36.0
6,82.3,45,37.0
6,77.1,67,57.0
3,77.0,47,25.0
8,86.0,94,89.0
1,60.6,97,71.0
1,67.8,84,56.0
6,82.0,47,36.0
1,57.5,58,28.0
6,72.2,77,66.0
1,64.3,68,41.0
6,74.4,62,49.0
3,72.9,86,71.0
8,85.6,71,65.0
6,80.0,49,37.0
1,70.8,66,41.0
5,81.4,88,74.0
8,83.0,40,31.0
3,67.3,78,57.0
6,82.6,68,58.0
5,68.0,98,82.0
6,76.6,84,74.0
1,66.7,42,21.0
7,76.7,90,81.0
9,85.1,86,87.0
2,67.6,76,53.0
5,70.0,70,56.0
4,79.5,50,35.0
6,78.3,61,47.0
6,83.5,57,48.0
2,64.0,74,52.0
2,63.4,45,19.0
4,78.2,42,27.0
1,65.9,44,22.0
9,84.7,48,41.0
7,81.4,67,58.0
7,88.6,58,49.0
3,64.3,67,43.0
3,75.7,66,43.0
1,63.4,52,27.0
3,70.7,77,61.0
3,73.0,82,63.0
4,75.7,92,77.0
4,64.2,60,39.0
3,70.0,66,45.0
8,79.5,85,77.0
8,88.7,45,34.0
1,69.1,77,51.0
7,90.3,88,82.0
2,62.3,50,23.0
1,68.9,86,62.0
3,72.6,80,60.0
4,73.8,92,75.0
6,78.8,56,43.0
5,73.3,95,82.0
4,73.0,78,65.0
8,82.3,46,39.0
4,67.6,69,50.0
2,70.5,60,43.0
3,69.6,40,19.0
6,80.7,64,49.0
8,82.1,71,64.0
8,90.1,98,92.0
9,91.0,96,93.0
7,83.0,47,39.0
2,63.8,44,20.0
8,86.7,69,61.0
7,89.7,90,77.0
8,86.5,47,42.0
3,72.3,88,72.0
7,85.4,58,46.0
9,96.0,83,83.0
3,68.9,98,84.0
6,76.5,94,83.0
2,72.7,69,45.0
2,60.1,54,31.0
5,76.0,75,62.0
5,74.6,94,84.0
7,82.0,83,76.0
2,64.7,66,42.0
7,83.8,52,46.0
5,78.8,53,38.0
6,87.6,76,69.0
8,85.2,93,88.0
4,71.5,87,70.0
7,76.3,69,61.0
6,72.0,78,66.0
2,64.5,86,63.0
8,85.7,52,46.0
9,89.1,97,95.0
5,70.3,55,41.0
4,68.4,83,62.0
6,73.9,46,31.0
8,91.3,87,81.0
3,69.5,94,76.0
1,63.2,94,70.0
4,78.9,66,51.0
4,73.4,84,69.0
1,58.3,94,69.0
9,92.7,74,71.0
3,69.1,54,34.0
5,72.0,67,51.0
6,73.6,74,60.0
8,84.1,46,43.0
6,68.3,89,74.0
3,67.9,85,62.0
6,78.9,89,80.0
1,64.5,90,67.0
4,74.9,85,65.0
6,83.0,59,47.0
7,80.8,71,63.0
3,67.3,77,57.0
9,93.2,79,82.0
7,79.8,71,60.0
1,66.8,65,38.0
2,68.9,97,78.0
1,70.4,78,54.0
9,85.9,59,59.0
9,92.7,57,55.0
7,85.7,89,84.0
3,69.7,54,32.0
5,78.7,91,75.0
4,72.8,61,40.0
7,79.1,90,85.0
9,91.3,61,56.0
2,67.3,92,67.0
8,82.6,60,56.0
9,91.0,41,38.0
9,89.2,79,79.0
7,82.6,92,81.0
9,89.9,82,80.0
9,83.7,57,57.0
3,73.7,62,38.0
4,71.9,52,36.0
2,76.1,80,58.0
3,70.9,48,28.0
5,84.0,88,74.0
5,72.1,46,32.0
6,76.0,80,68.0
7,80.9,93,83.0
7,81.8,40,33.0
1,63.1,41,15.0
2,68.4,43,16.0
9,93.7,53,48.0
2,65.5,71,45.0
6,81.1,75,60.0
1,60.0,41,16.0
3,72.0,79,61.0
2,71.0,89,67.0
3,66.9,90,70.0
5,82.8,53,40.0
6,76.4,59,49.0
9,93.7,64,63.0
4,69.2,81,63.0
7,89.2,88,82.0
6,76.9,47,33.0
2,70.0,67,41.0
8,89.3,85,83.0
7,80.2,60,53.0
7,79.6,62,53.0
8,79.9,71,66.0
1,71.0,47,25.0
1,63.9,70,44.0
8,85.1,76,66.0
4,74.3,55,34.0
5,76.6,79,67.0
8,81.4,81,74.0
5,76.5,66,52.0
4,81.1,79,64.0
6,72.6,80,71.0
5,79.3,57,39.0
7,81.8,74,66.0
7,74.8,88,78.0
4,74.3,91,75.0
5,74.3,54,37.0
3,64.7,92,71.0
4,75.1,66,47.0
4,69.9,56,37.0
3,68.4,79,63.0
5,80.4,41,26.0
5,79.1,88,71.0
7,87.0,89,80.0
4,69.2,70,54.0
4,65.9,76,57.0
9,92.6,80,75.0
6,76.6,80,67.0
4,72.2,73,57.0
2,63.4,73,52.0
6,76.7,90,78.0
2,61.5,94,72.0
5,72.7,98,78.0
6,84.9,42,30.0
4,69.0,56,40.0
3,71.3,53,35.0
7,88.2,53,41.0
2,63.2,85,61.0
6,91.2,77,69.0
4,78.5,74,55.0
6,79.5,40,24.0
4,66.4,87,72.0
4,70.6,68,52.0
4,74.8,43,26.0
9,85.6,72,66.0
7,84.4,56,45.0
3,74.5,67,47.0
3,68.7,89,68.0
6,73.5,65,49.0
6,86.1,47,37.0
4,75.3,73,61.0
9,92.3,98,97.0
4,71.9,57,38.0
9,87.7,70,69.0
4,74.0,98,79.0
2,58.5,66,45.0
2,70.8,55,29.0
5,72.9,97,86.0
4,71.0,49,29.0
7,88.3,79,72.0
5,76.8,51,37.0
6,76.9,61,51.0
4,73.7,55,39.0
2,66.2,51,24.0
9,85.4,50,47.0
7,87.0,59,52.0
4,74.2,90,75.0
3,72.1,40,18.0
3,71.0,66,44.0
9,88.1,42,37.0
5,76.3,51,37.0
3,65.3,69,50.0
5,72.7,48,34.0
2,61.2,92,68.0
4,75.9,93,76.0
2,66.2,76,53.0
2,75.7,40,16.0
8,82.3,81,70.0
1,64.5,88,62.0
7,82.9,43,33.0
5,78.8,54,40.0
8,92.0,90,85.0
1,54.6,66,43.0
7,83.8,47,40.0
5,81.7,99,83.0
4,75.4,99,86.0
7,87.4,62,54.0
2,66.3,54,32.0
1,58.8,66,40.0
1,66.1,70,45.0
1,66.6,78,56.0
5,70.4,86,71.0
7,93.8,47,38.0
2,64.4,69,45.0
8,89.7,97,93.0
4,71.2,94,73.0
3,72.0,81,63.0
8,89.4,57,54.0
2,65.1,43,18.0
3,70.0,86,65.0
3,69.7,82,64.0
1,70.3,61,35.0
6,83.3,42,31.0
2,69.2,54,26.0
1,58.4,74,46.0
2,62.0,86,65.0
6,76.7,77,72.0
4,77.7,72,59.0
6,71.8,53,39.0
9,86.1,87,85.0
8,91.0,40,35.0
1,65.3,92,67.0
8,90.0,88,78.0
9,94.0,65,64.0
6,83.4,47,34.0
5,77.7,89,70.0
6,82.3,55,42.0
6,84.3,77,61.0
9,92.3,49,45.0
4,69.5,81,66.0
2,67.6,76,56.0
9,86.2,65,63.0
2,66.5,67,44.0
9,94.8,51,46.0
2,64.7,59,34.0
8,89.6,88,85.0
9,80.1,53,46.0
9,98.2,85,84.0
9,90.1,74,74.0
2,66.3,68,41.0
4,74.1,51,30.0
7,82.9,91,82.0
2,56.5,57,30.0
1,65.0,83,59.0
3,65.8,41,17.0
4,74.8,41,26.0
8,96.8,98,94.0
6,82.3,56,46.0
2,68.4,49,26.0
9,90.5,57,54.0
2,73.2,61,42.0
5,69.7,58,42.0
4,71.7,97,80.0
7,82.7,92,85.0
8,82.9,40,26.0
5,73.7,63,52.0
5,73.4,75,60.0
2,62.8,64,40.0
8,94.2,75,68.0
2,65.2,70,49.0
6,76.3,70,59.0
8,88.8,41,32.0
6,73.6,58,47.0
4,67.8,92,77.0
4,69.8,51,36.0
6,86.3,49,38.0
4,74.3,70,50.0
8,81.0,84,77.0
9,99.2,61,59.0
1,65.8,62,37.0
4,81.0,91,72.0
4,70.8,62,41.0
2,69.3,54,34.0
6,77.9,65,54.0
3,73.2,42,21.0
7,79.8,62,50.0
5,80.2,59,49.0
4,74.0,84,71.0
5,74.6,79,64.0
8,88.2,96,90.0
3,73.7,78,57.0
7,81.8,95,84.0
6,81.1,47,36.0
